id;registration_month;region;operating_system
id_6610;5.0;America;Windows
id_6616;5.0;ROW;Windows
id_6617;5.0;ROW;Windows
id_6654;5.0;ROW;Windows
id_6705;5.0;ROW;Mac
id_6725;5.0;ROW;Windows
id_6770;5.0;ROW;Windows
id_6785;5.0;ROW;Windows
id_6791;5.0;ROW;Windows
id_6797;5.0;ROW;Windows
id_680;5.0;ROW;Windows
id_681;5.0;ROW;Unknown
id_685;5.0;ROW;Unknown
id_686;5.0;EMEA;Windows
id_6861;5.0;ROW;Windows
id_687;5.0;ROW;Linux
id_6889;5.0;ROW;Windows
id_6890;5.0;ROW;Windows
id_6929;5.0;EMEA;Windows
id_6935;5.0;ROW;Windows
id_6939;5.0;ROW;Windows
id_6941;5.0;ROW;Windows
id_6945;5.0;ROW;Windows
id_699;5.0;ROW;Unknown
id_6991;5.0;ROW;Windows
id_6995;5.0;America;Mac
id_6999;5.0;ROW;Windows
id_7011;5.0;ROW;Windows
id_7013;5.0;ROW;Windows
id_7015;5.0;ROW;Windows
id_7030;5.0;ROW;Windows
id_7032;5.0;EMEA;Windows
id_7036;5.0;EMEA;Windows
id_7041;5.0;EMEA;Windows
id_7077;5.0;EMEA;Windows
id_7079;5.0;EMEA;Windows
id_708;5.0;EMEA;Windows
id_7120;5.0;America;Windows
id_7125;5.0;EMEA;Windows
id_7143;5.0;EMEA;Unknown
id_7144;5.0;EMEA;Windows
id_7157;5.0;ROW;Windows
id_7187;5.0;EMEA;Windows
id_719;5.0;EMEA;Windows
id_7197;5.0;EMEA;Windows
id_72;5.0;America;Mac
id_7208;5.0;ROW;Windows
id_7209;5.0;America;Mac
id_7228;5.0;ROW;Windows
id_7252;5.0;ROW;Mac
id_7257;5.0;ROW;Windows
id_7270;5.0;America;Windows
id_7299;5.0;EMEA;Windows
id_7354;5.0;EMEA;Windows
id_7363;5.0;EMEA;Mac
id_7373;5.0;ROW;Mac
id_7383;5.0;ROW;Mac
id_7438;5.0;ROW;Windows
id_7464;5.0;ROW;Windows
id_7513;5.0;ROW;Unknown
id_7515;5.0;ROW;Unknown
id_7521;5.0;ROW;Windows
id_753;5.0;EMEA;Windows
id_7537;5.0;EMEA;Linux
id_7540;5.0;ROW;Windows
id_7545;5.0;ROW;Windows
id_7656;5.0;EMEA;Windows
id_7662;5.0;ROW;Windows
id_7726;5.0;ROW;Windows
id_7745;5.0;ROW;Unknown
id_776;5.0;EMEA;Windows
id_7769;5.0;ROW;Windows
id_7794;5.0;ROW;Windows
id_7798;5.0;EMEA;Windows
id_7800;5.0;ROW;Windows
id_781;5.0;EMEA;Windows
id_7824;5.0;ROW;Unknown
id_783;5.0;EMEA;Windows
id_7836;5.0;ROW;Mac
id_7850;5.0;ROW;Windows
id_7869;5.0;ROW;Unknown
id_788;5.0;EMEA;Windows
id_7902;5.0;EMEA;Mac
id_7909;5.0;EMEA;Windows
id_7985;5.0;EMEA;Mac
id_7987;5.0;EMEA;Windows
id_8005;5.0;EMEA;Mac
id_8007;5.0;ROW;Windows
id_8010;5.0;America;Windows
id_8093;5.0;ROW;Windows
id_8112;5.0;ROW;Windows
id_8115;5.0;America;Mac
id_8130;5.0;ROW;Windows
id_8143;5.0;ROW;Windows
id_8156;5.0;America;Unknown
id_8184;5.0;EMEA;Windows
id_8188;5.0;ROW;Windows
id_8241;5.0;ROW;Windows
id_8252;5.0;America;Windows
id_8263;5.0;ROW;Windows
id_8267;5.0;ROW;Windows
id_8310;5.0;ROW;Linux
id_8314;5.0;ROW;Mac
id_8324;5.0;EMEA;Windows
id_8364;5.0;ROW;Unknown
id_8368;5.0;EMEA;Windows
id_8396;5.0;ROW;Windows
id_8402;5.0;ROW;Windows
id_8427;5.0;EMEA;Windows
id_8429;5.0;America;Windows
id_8434;5.0;ROW;Windows
id_8444;5.0;ROW;Windows
id_8448;5.0;ROW;Windows
id_8476;5.0;ROW;Unknown
id_8533;5.0;America;Mac
id_8539;5.0;EMEA;Windows
id_8604;5.0;ROW;Windows
id_8627;5.0;ROW;Windows
id_8628;5.0;ROW;Unknown
id_8636;5.0;ROW;Windows
id_8711;5.0;ROW;Windows
id_8717;5.0;ROW;Mac
id_8735;5.0;ROW;Windows
id_8769;5.0;ROW;Windows
id_8786;5.0;ROW;Windows
id_8790;5.0;ROW;Windows
id_8800;5.0;ROW;Windows
id_8871;5.0;America;Mac
id_8921;5.0;ROW;Mac
id_894;5.0;EMEA;Windows
id_897;5.0;EMEA;Windows
id_899;5.0;America;Windows
id_9003;5.0;ROW;Windows
id_9016;5.0;ROW;Windows
id_902;5.0;EMEA;Windows
id_904;5.0;EMEA;Windows
id_9041;5.0;EMEA;Windows
id_9055;5.0;EMEA;Windows
id_9064;5.0;EMEA;Windows
id_907;5.0;EMEA;Windows
id_908;5.0;EMEA;Windows
id_9091;5.0;ROW;Windows
id_9097;5.0;ROW;Windows
id_9158;5.0;ROW;Linux
id_9169;5.0;ROW;Windows
id_9178;5.0;America;Windows
id_9218;5.0;ROW;Windows
id_9276;5.0;ROW;Windows
id_929;5.0;ROW;Windows
id_9307;5.0;ROW;Mac
id_9315;5.0;America;Windows
id_9372;5.0;ROW;Windows
id_9393;5.0;ROW;Windows
id_940;5.0;EMEA;Windows
id_941;5.0;ROW;Windows
id_9417;5.0;ROW;Windows
id_9436;5.0;America;Windows
id_9462;5.0;ROW;Windows
id_9472;5.0;ROW;Windows
id_9473;5.0;America;Windows
id_949;5.0;America;Unknown
id_9548;5.0;ROW;Windows
id_9587;5.0;America;Unknown
id_9635;5.0;America;Windows
id_9661;5.0;ROW;Windows
id_9679;5.0;ROW;Unknown
id_9689;5.0;ROW;Windows
id_9756;5.0;ROW;Windows
id_9760;5.0;ROW;Mac
id_9763;5.0;ROW;Windows
id_9773;5.0;ROW;Mac
id_9790;5.0;ROW;Windows
id_9809;5.0;ROW;Mac
id_9816;5.0;EMEA;Mac
id_9834;5.0;ROW;Windows
id_9844;5.0;ROW;Windows
id_9859;5.0;ROW;Unknown
id_9924;5.0;EMEA;Mac
id_9926;5.0;ROW;Windows
id_9949;5.0;America;Windows
id_9963;5.0;ROW;Unknown
id_9993;5.0;EMEA;Windows
id_10000;6.0;ROW;Windows
id_1005;6.0;America;Mac
id_10072;6.0;ROW;Mac
id_10075;6.0;ROW;Windows
id_10119;6.0;ROW;Windows
id_10139;6.0;ROW;Unknown
id_1042;6.0;ROW;Windows
id_10445;6.0;ROW;Windows
id_10450;6.0;ROW;Windows
id_10456;6.0;EMEA;Windows
id_10460;6.0;EMEA;Windows
id_10471;6.0;EMEA;Windows
id_10490;6.0;ROW;Windows
id_10496;6.0;ROW;Windows
id_10519;6.0;ROW;Windows
id_10535;6.0;ROW;Windows
id_10566;6.0;ROW;Unknown
id_1057;6.0;America;Windows
id_10627;6.0;EMEA;Windows
id_1064;6.0;ROW;Windows
id_10646;6.0;EMEA;Windows
id_10661;6.0;EMEA;Windows
id_10677;6.0;ROW;Mac
id_10688;6.0;EMEA;Windows
id_107;6.0;EMEA;Windows
id_10764;6.0;ROW;Windows
id_10780;6.0;ROW;Windows
id_10793;6.0;ROW;Mac
id_10800;6.0;EMEA;Windows
id_10840;6.0;EMEA;Windows
id_10885;6.0;EMEA;Windows
id_1090;6.0;America;Windows
id_10906;6.0;America;Windows
id_10925;6.0;ROW;Windows
id_10930;6.0;ROW;Windows
id_10944;6.0;EMEA;Windows
id_11002;6.0;ROW;Mac
id_11033;6.0;ROW;Windows
id_11036;6.0;America;Mac
id_11037;6.0;ROW;Windows
id_11052;6.0;ROW;Windows
id_11059;6.0;ROW;Windows
id_11073;6.0;ROW;Windows
id_11089;6.0;ROW;Windows
id_11094;6.0;ROW;Unknown
id_11152;6.0;America;Windows
id_11172;6.0;America;Windows
id_11176;6.0;ROW;Windows
id_11178;6.0;America;Windows
id_11184;6.0;EMEA;Windows
id_11205;6.0;ROW;Windows
id_11211;6.0;ROW;Windows
id_11234;6.0;America;Unknown
id_11269;6.0;ROW;Windows
id_11317;6.0;ROW;Mac
id_11375;6.0;ROW;Windows
id_11379;6.0;America;Mac
id_11386;6.0;ROW;Windows
id_11430;6.0;ROW;Windows
id_11515;6.0;ROW;Windows
id_11519;6.0;ROW;Windows
id_11539;6.0;EMEA;Windows
id_11560;6.0;ROW;Mac
id_11564;6.0;ROW;Windows
id_11568;6.0;ROW;Windows
id_116;6.0;America;Windows
id_11705;6.0;ROW;Windows
id_11718;6.0;EMEA;Windows
id_11724;6.0;ROW;Windows
id_11728;6.0;ROW;Windows
id_11766;6.0;ROW;Windows
id_11774;6.0;ROW;Windows
id_11780;6.0;ROW;Windows
id_11782;6.0;EMEA;Windows
id_11783;6.0;ROW;Windows
id_1182;6.0;ROW;Windows
id_11890;6.0;ROW;Windows
id_11937;6.0;EMEA;Unknown
id_11980;6.0;ROW;Unknown
id_11995;6.0;ROW;Windows
id_12005;6.0;ROW;Windows
id_12045;6.0;ROW;Windows
id_12054;6.0;ROW;Mac
id_12059;6.0;ROW;Windows
id_12095;6.0;ROW;Windows
id_121;6.0;EMEA;Windows
id_12116;6.0;EMEA;Windows
id_12136;6.0;America;Unknown
id_12147;6.0;ROW;Windows
id_1220;6.0;ROW;Mac
id_12227;6.0;ROW;Windows
id_12245;6.0;ROW;Linux
id_12282;6.0;ROW;Unknown
id_12283;6.0;ROW;Windows
id_12303;6.0;EMEA;Windows
id_12313;6.0;America;Windows
id_12316;6.0;EMEA;Windows
id_12340;6.0;America;Windows
id_12359;6.0;EMEA;Windows
id_12437;6.0;ROW;Windows
id_12443;6.0;ROW;Windows
id_12447;6.0;ROW;Windows
id_12451;6.0;ROW;Windows
id_12471;6.0;EMEA;Windows
id_12483;6.0;EMEA;Mac
id_12501;6.0;EMEA;Mac
id_12524;6.0;ROW;Windows
id_1259;6.0;ROW;Windows
id_1261;6.0;America;Windows
id_12684;6.0;EMEA;Windows
id_12727;6.0;ROW;Mac
id_12798;6.0;America;Mac
id_1284;6.0;ROW;Windows
id_12851;6.0;EMEA;Windows
id_1289;6.0;EMEA;Mac
id_12895;6.0;America;Windows
id_1292;6.0;America;Unknown
id_12939;6.0;EMEA;Windows
id_12952;6.0;EMEA;Unknown
id_12985;6.0;ROW;Windows
id_13009;6.0;EMEA;Windows
id_13061;6.0;EMEA;Mac
id_13073;6.0;EMEA;Mac
id_13084;6.0;ROW;Linux
id_13102;6.0;ROW;Windows
id_13180;6.0;ROW;Windows
id_13206;6.0;ROW;Mac
id_13268;6.0;America;Windows
id_13270;6.0;EMEA;Windows
id_13311;6.0;EMEA;Mac
id_1333;6.0;ROW;Unknown
id_13358;6.0;EMEA;Windows
id_13362;6.0;ROW;Windows
id_13417;6.0;ROW;Windows
id_13438;6.0;ROW;Windows
id_13470;6.0;ROW;Mac
id_13509;6.0;ROW;Mac
id_13544;6.0;America;Windows
id_13551;6.0;EMEA;Unknown
id_13554;6.0;ROW;Windows
id_13572;6.0;EMEA;Windows
id_1359;6.0;ROW;Windows
id_13637;6.0;ROW;Mac
id_1364;6.0;ROW;Windows
id_13655;6.0;ROW;Windows
id_13707;6.0;ROW;Linux
id_13739;6.0;ROW;Windows
id_13756;6.0;ROW;Windows
id_13778;6.0;America;Windows
id_13782;6.0;ROW;Mac
id_1379;6.0;America;Windows
id_13806;6.0;ROW;Windows
id_13808;6.0;ROW;Unknown
id_13834;6.0;ROW;Mac
id_13881;6.0;ROW;Windows
id_13890;6.0;EMEA;Linux
id_14021;6.0;ROW;Windows
id_14053;6.0;ROW;Unknown
id_14069;6.0;ROW;Windows
id_14162;6.0;ROW;Windows
id_14164;6.0;EMEA;Windows
id_14171;6.0;EMEA;Windows
id_14214;6.0;ROW;Windows
id_14218;6.0;ROW;Windows
id_14248;6.0;ROW;Windows
id_1426;6.0;ROW;Linux
id_14263;6.0;ROW;Windows
id_14271;6.0;EMEA;Windows
id_14299;6.0;ROW;Linux
id_14306;6.0;ROW;Windows
id_14339;6.0;ROW;Windows
id_1435;6.0;EMEA;Windows
id_14356;6.0;ROW;Unknown
id_14367;6.0;ROW;Windows
id_14385;6.0;ROW;Windows
id_14433;6.0;ROW;Windows
id_14438;6.0;America;Mac
id_14443;6.0;EMEA;Windows
id_14444;6.0;EMEA;Mac
id_1446;6.0;EMEA;Windows
id_14467;6.0;ROW;Windows
id_1448;6.0;EMEA;Mac
id_14480;6.0;ROW;Windows
id_14518;6.0;ROW;Windows
id_14543;6.0;ROW;Unknown
id_14552;6.0;EMEA;Windows
id_14574;6.0;America;Windows
id_14594;6.0;EMEA;Unknown
id_14596;6.0;ROW;Windows
id_14671;6.0;ROW;Windows
id_14675;6.0;ROW;Windows
id_14684;6.0;ROW;Unknown
id_14744;6.0;EMEA;Windows
id_1476;6.0;America;Windows
id_14827;6.0;ROW;Windows
id_14855;6.0;ROW;Windows
id_14858;6.0;ROW;Mac
id_14900;6.0;EMEA;Windows
id_14908;6.0;ROW;Windows
id_14919;6.0;ROW;Windows
id_14962;6.0;ROW;Windows
id_14984;6.0;ROW;Windows
id_14996;6.0;ROW;Windows
id_15002;6.0;ROW;Windows
id_15049;6.0;ROW;Windows
id_1507;6.0;ROW;Linux
id_15118;6.0;EMEA;Windows
id_15130;6.0;EMEA;Unknown
id_15147;6.0;EMEA;Windows
id_15210;6.0;ROW;Windows
id_1522;6.0;ROW;Windows
id_15221;6.0;ROW;Windows
id_15225;6.0;ROW;Windows
id_15267;6.0;EMEA;Windows
id_15275;6.0;America;Windows
id_15289;6.0;America;Windows
id_15317;6.0;ROW;Windows
id_15329;6.0;America;Windows
id_15438;6.0;EMEA;Windows
id_15461;6.0;America;Mac
id_15528;6.0;EMEA;Windows
id_15540;6.0;ROW;Windows
id_15593;6.0;ROW;Windows
id_1563;6.0;ROW;Unknown
id_15646;6.0;ROW;Windows
id_15660;6.0;EMEA;Windows
id_15696;6.0;America;Windows
id_15699;6.0;America;Windows
id_15707;6.0;America;Mac
id_15738;6.0;ROW;Unknown
id_15760;6.0;America;Windows
id_15769;6.0;ROW;Linux
id_15919;6.0;America;Windows
id_15932;6.0;ROW;Unknown
id_15952;6.0;ROW;Windows
id_15965;6.0;EMEA;Windows
id_16017;6.0;EMEA;Mac
id_16024;6.0;America;Windows
id_1603;6.0;EMEA;Unknown
id_16035;6.0;EMEA;Linux
id_16058;6.0;ROW;Windows
id_16063;6.0;ROW;Windows
id_16120;6.0;ROW;Unknown
id_16180;6.0;ROW;Mac
id_1621;6.0;ROW;Windows
id_16219;6.0;ROW;Windows
id_16248;6.0;ROW;Windows
id_16267;6.0;ROW;Windows
id_16291;6.0;EMEA;Windows
id_16299;6.0;ROW;Windows
id_16349;6.0;America;Windows
id_1638;6.0;ROW;Windows
id_16407;6.0;EMEA;Mac
id_16514;6.0;ROW;Unknown
id_16520;6.0;ROW;Windows
id_16581;6.0;ROW;Unknown
id_16598;6.0;ROW;Windows
id_16603;6.0;ROW;Windows
id_16608;6.0;ROW;Windows
id_16663;6.0;ROW;Windows
id_16667;6.0;America;Mac
id_16689;6.0;EMEA;Windows
id_16751;6.0;EMEA;Windows
id_16800;6.0;ROW;Windows
id_16801;6.0;ROW;Unknown
id_16807;6.0;ROW;Windows
id_1682;6.0;EMEA;Windows
id_16821;6.0;ROW;Windows
id_16848;6.0;EMEA;Windows
id_16878;6.0;America;Windows
id_16907;6.0;America;Mac
id_16929;6.0;ROW;Mac
id_16958;6.0;ROW;Windows
id_1702;6.0;ROW;Unknown
id_1704;6.0;EMEA;Windows
id_17045;6.0;ROW;Windows
id_17046;6.0;ROW;Windows
id_17079;6.0;ROW;Windows
id_17096;6.0;ROW;Unknown
id_17102;6.0;EMEA;Windows
id_17147;6.0;EMEA;Windows
id_17180;6.0;ROW;Windows
id_17185;6.0;America;Windows
id_17212;6.0;America;Windows
id_17218;6.0;EMEA;Windows
id_17229;6.0;EMEA;Windows
id_17247;6.0;EMEA;Windows
id_17285;6.0;ROW;Unknown
id_17334;6.0;EMEA;Mac
id_17338;6.0;EMEA;Windows
id_17426;6.0;ROW;Windows
id_17462;6.0;ROW;Windows
id_17473;6.0;EMEA;Windows
id_17481;6.0;ROW;Windows
id_17490;6.0;ROW;Windows
id_1750;6.0;ROW;Windows
id_17532;6.0;ROW;Windows
id_17563;6.0;ROW;Windows
id_17690;6.0;EMEA;Windows
id_1771;6.0;ROW;Windows
id_17752;6.0;ROW;Mac
id_17763;6.0;ROW;Windows
id_17768;6.0;ROW;Windows
id_17772;6.0;ROW;Windows
id_17793;6.0;ROW;Windows
id_17799;6.0;EMEA;Windows
id_17819;6.0;ROW;Windows
id_17865;6.0;ROW;Unknown
id_17927;6.0;EMEA;Windows
id_1795;6.0;ROW;Windows
id_18136;6.0;EMEA;Mac
id_18164;6.0;ROW;Windows
id_18165;6.0;ROW;Windows
id_1818;6.0;EMEA;Mac
id_18182;6.0;ROW;Windows
id_18194;6.0;America;Windows
id_18199;6.0;America;Unknown
id_18203;6.0;ROW;Windows
id_18209;6.0;America;Windows
id_18234;6.0;ROW;Linux
id_18243;6.0;America;Unknown
id_18258;6.0;ROW;Windows
id_18273;6.0;ROW;Windows
id_18316;6.0;America;Windows
id_18428;6.0;ROW;Unknown
id_18457;6.0;ROW;Windows
id_18479;6.0;America;Windows
id_18575;6.0;EMEA;Windows
id_18612;6.0;ROW;Unknown
id_18619;6.0;America;Windows
id_18621;6.0;America;Mac
id_1864;6.0;ROW;Windows
id_18749;6.0;ROW;Unknown
id_1875;6.0;America;Mac
id_18750;6.0;ROW;Windows
id_18758;6.0;EMEA;Windows
id_18841;6.0;ROW;Windows
id_18888;6.0;EMEA;Mac
id_1892;6.0;America;Mac
id_18926;6.0;EMEA;Windows
id_1894;6.0;ROW;Windows
id_1895;6.0;ROW;Windows
id_18963;6.0;America;Windows
id_18977;6.0;ROW;Windows
id_19007;6.0;ROW;Unknown
id_19029;6.0;ROW;Windows
id_19112;6.0;America;Windows
id_19170;6.0;EMEA;Linux
id_19233;6.0;ROW;Windows
id_19238;6.0;ROW;Windows
id_1924;6.0;America;Windows
id_19240;6.0;ROW;Windows
id_19282;6.0;EMEA;Windows
id_19290;6.0;EMEA;Windows
id_19339;6.0;ROW;Mac
id_19380;6.0;ROW;Windows
id_19388;6.0;ROW;Windows
id_19439;6.0;America;Windows
id_19450;6.0;ROW;Unknown
id_1947;6.0;ROW;Windows
id_19501;6.0;America;Windows
id_19522;6.0;ROW;Windows
id_19538;6.0;America;Windows
id_19542;6.0;ROW;Windows
id_19711;6.0;ROW;Windows
id_19736;6.0;America;Mac
id_19801;6.0;America;Windows
id_19827;6.0;EMEA;Windows
id_199;6.0;EMEA;Windows
id_19955;6.0;America;Windows
id_19960;6.0;ROW;Windows
id_19973;6.0;America;Windows
id_20072;6.0;America;Windows
id_20076;6.0;EMEA;Windows
id_20107;6.0;ROW;Windows
id_20123;6.0;America;Windows
id_20128;6.0;ROW;Linux
id_20134;6.0;America;Unknown
id_20148;6.0;EMEA;Windows
id_20240;6.0;America;Unknown
id_20292;6.0;ROW;Mac
id_20349;6.0;ROW;Windows
id_20350;6.0;ROW;Windows
id_20376;6.0;America;Windows
id_20454;6.0;EMEA;Unknown
id_20471;6.0;EMEA;Windows
id_20508;6.0;EMEA;Windows
id_20527;6.0;ROW;Windows
id_20557;6.0;ROW;Windows
id_20561;6.0;ROW;Windows
id_20599;6.0;ROW;Windows
id_20630;6.0;America;Windows
id_20639;6.0;ROW;Windows
id_20662;6.0;ROW;Windows
id_20669;6.0;ROW;Mac
id_20690;6.0;America;Windows
id_20699;6.0;EMEA;Windows
id_20768;6.0;America;Mac
id_2082;6.0;ROW;Unknown
id_20835;6.0;ROW;Windows
id_20837;6.0;EMEA;Unknown
id_20862;6.0;ROW;Unknown
id_20869;6.0;ROW;Windows
id_20879;6.0;ROW;Unknown
id_20925;6.0;America;Unknown
id_20947;6.0;America;Mac
id_20961;6.0;ROW;Windows
id_20962;6.0;EMEA;Windows
id_21018;6.0;ROW;Windows
id_21051;6.0;America;Windows
id_21061;6.0;EMEA;Windows
id_2113;6.0;ROW;Windows
id_21133;6.0;ROW;Mac
id_21178;6.0;ROW;Windows
id_21214;6.0;America;Windows
id_21224;6.0;America;Windows
id_21228;6.0;America;Mac
id_21241;6.0;ROW;Windows
id_21247;6.0;ROW;Windows
id_2125;6.0;America;Windows
id_21250;6.0;EMEA;Windows
id_21267;6.0;ROW;Windows
id_21299;6.0;America;Mac
id_21364;6.0;America;Mac
id_21365;6.0;ROW;Unknown
id_21406;6.0;EMEA;Windows
id_21425;6.0;EMEA;Windows
id_2144;6.0;ROW;Windows
id_21453;6.0;ROW;Windows
id_21467;6.0;ROW;Windows
id_21478;6.0;ROW;Windows
id_21492;6.0;EMEA;Windows
id_21524;6.0;EMEA;Windows
id_21535;6.0;EMEA;Mac
id_21536;6.0;America;Mac
id_21583;6.0;ROW;Windows
id_216;6.0;ROW;Windows
id_2164;6.0;America;Windows
id_21703;6.0;America;Unknown
id_21717;6.0;ROW;Windows
id_2172;6.0;ROW;Windows
id_21740;6.0;America;Windows
id_21764;6.0;ROW;Windows
id_21787;6.0;America;Mac
id_21800;6.0;America;Unknown
id_21804;6.0;EMEA;Mac
id_21805;6.0;America;Windows
id_21820;6.0;ROW;Windows
id_21867;6.0;America;Unknown
id_21898;6.0;ROW;Unknown
id_21930;6.0;ROW;Windows
id_21946;6.0;ROW;Windows
id_22002;6.0;EMEA;Mac
id_22009;6.0;ROW;Windows
id_22021;6.0;America;Windows
id_22025;6.0;EMEA;Mac
id_22034;6.0;EMEA;Windows
id_22056;6.0;ROW;Windows
id_22066;6.0;ROW;Windows
id_22102;6.0;EMEA;Windows
id_22124;6.0;ROW;Linux
id_22161;6.0;EMEA;Unknown
id_22185;6.0;ROW;Windows
id_22212;6.0;America;Windows
id_22285;6.0;ROW;Unknown
id_22308;6.0;ROW;Unknown
id_22323;6.0;America;Windows
id_22345;6.0;EMEA;Windows
id_22357;6.0;ROW;Windows
id_22376;6.0;ROW;Unknown
id_22383;6.0;ROW;Windows
id_22392;6.0;ROW;Windows
id_22426;6.0;ROW;Windows
id_22515;6.0;ROW;Windows
id_22623;6.0;America;Mac
id_22635;6.0;EMEA;Windows
id_22654;6.0;America;Mac
id_22673;6.0;ROW;Unknown
id_22744;6.0;America;Mac
id_22747;6.0;America;Mac
id_22760;6.0;ROW;Linux
id_22792;6.0;ROW;Windows
id_22800;6.0;ROW;Mac
id_22818;6.0;EMEA;Mac
id_22819;6.0;ROW;Windows
id_22822;6.0;ROW;Windows
id_22838;6.0;ROW;Unknown
id_2285;6.0;ROW;Windows
id_22889;6.0;America;Mac
id_22896;6.0;ROW;Windows
id_22900;6.0;America;Unknown
id_22902;6.0;EMEA;Windows
id_22931;6.0;EMEA;Windows
id_22940;6.0;America;Windows
id_22941;6.0;America;Windows
id_22984;6.0;America;Mac
id_23019;6.0;America;Windows
id_23032;6.0;America;Mac
id_23094;6.0;America;Windows
id_23117;6.0;America;Windows
id_23139;6.0;America;Mac
id_23149;6.0;ROW;Windows
id_23153;6.0;America;Windows
id_23161;6.0;America;Windows
id_23178;6.0;America;Mac
id_23205;6.0;ROW;Windows
id_23231;6.0;EMEA;Mac
id_23243;6.0;EMEA;Windows
id_23276;6.0;ROW;Mac
id_23294;6.0;EMEA;Windows
id_23336;6.0;America;Windows
id_23360;6.0;America;Windows
id_23401;6.0;ROW;Windows
id_23403;6.0;ROW;Windows
id_23405;6.0;America;Mac
id_23453;6.0;America;Windows
id_23467;6.0;America;Windows
id_23470;6.0;ROW;Unknown
id_23479;6.0;America;Unknown
id_23601;6.0;America;Windows
id_23626;6.0;ROW;Windows
id_23758;6.0;ROW;Windows
id_2382;6.0;EMEA;Windows
id_23839;6.0;ROW;Windows
id_23893;6.0;ROW;Windows
id_23917;6.0;EMEA;Mac
id_23918;6.0;America;Windows
id_23961;6.0;America;Windows
id_24038;6.0;ROW;Windows
id_24047;6.0;America;Mac
id_24066;6.0;EMEA;Windows
id_2409;6.0;ROW;Windows
id_24091;6.0;ROW;Windows
id_24116;6.0;ROW;Mac
id_24162;6.0;ROW;Windows
id_24225;6.0;ROW;Mac
id_2428;6.0;ROW;Windows
id_24338;6.0;ROW;Windows
id_24359;6.0;America;Windows
id_24364;6.0;America;Mac
id_24373;6.0;ROW;Windows
id_24427;6.0;ROW;Windows
id_24478;6.0;ROW;Windows
id_2452;6.0;EMEA;Windows
id_24543;6.0;ROW;Windows
id_24547;6.0;America;Windows
id_24653;6.0;EMEA;Windows
id_24664;6.0;EMEA;Mac
id_24749;6.0;ROW;Windows
id_24770;6.0;EMEA;Windows
id_24850;6.0;ROW;Windows
id_24905;6.0;ROW;Windows
id_24912;6.0;America;Windows
id_24933;6.0;ROW;Unknown
id_24952;6.0;America;Windows
id_24965;6.0;ROW;Windows
id_24976;6.0;EMEA;Windows
id_24984;6.0;EMEA;Mac
id_25022;6.0;America;Windows
id_25026;6.0;ROW;Linux
id_25034;6.0;EMEA;Windows
id_25040;6.0;ROW;Windows
id_25049;6.0;EMEA;Windows
id_25120;6.0;ROW;Linux
id_25122;6.0;ROW;Windows
id_25124;6.0;ROW;Windows
id_25175;6.0;ROW;Mac
id_25243;6.0;ROW;Windows
id_25260;6.0;EMEA;Linux
id_25281;6.0;ROW;Unknown
id_25284;6.0;EMEA;Windows
id_25300;6.0;America;Windows
id_25312;6.0;ROW;Windows
id_25323;6.0;ROW;Mac
id_25340;6.0;EMEA;Windows
id_25384;6.0;EMEA;Unknown
id_25400;6.0;EMEA;Windows
id_25418;6.0;ROW;Windows
id_25456;6.0;America;Windows
id_25457;6.0;ROW;Windows
id_25510;6.0;ROW;Windows
id_25543;6.0;America;Mac
id_25545;6.0;ROW;Mac
id_25549;6.0;ROW;Mac
id_25557;6.0;America;Windows
id_25596;6.0;ROW;Windows
id_25655;6.0;EMEA;Mac
id_25664;6.0;ROW;Windows
id_25667;6.0;EMEA;Unknown
id_25717;6.0;America;Windows
id_25718;6.0;America;Unknown
id_25745;6.0;EMEA;Windows
id_25787;6.0;America;Windows
id_25811;6.0;ROW;Windows
id_25823;6.0;America;Windows
id_25838;6.0;EMEA;Windows
id_25846;6.0;EMEA;Windows
id_25860;6.0;EMEA;Mac
id_25864;6.0;ROW;Windows
id_25905;6.0;America;Windows
id_25945;6.0;EMEA;Windows
id_26010;6.0;ROW;Windows
id_26022;6.0;America;Windows
id_26054;6.0;ROW;Unknown
id_26069;6.0;America;Windows
id_26079;6.0;ROW;Unknown
id_2608;6.0;ROW;Windows
id_26109;6.0;EMEA;Windows
id_2614;6.0;ROW;Windows
id_26248;6.0;America;Windows
id_26281;6.0;ROW;Windows
id_26287;6.0;ROW;Windows
id_26349;6.0;ROW;Windows
id_26350;6.0;ROW;Mac
id_26362;6.0;ROW;Windows
id_26367;6.0;ROW;Windows
id_26396;6.0;ROW;Windows
id_26433;6.0;EMEA;Mac
id_26449;6.0;America;Mac
id_2646;6.0;ROW;Windows
id_26476;6.0;EMEA;Windows
id_26491;6.0;ROW;Windows
id_2651;6.0;ROW;Windows
id_26537;6.0;America;Mac
id_26565;6.0;ROW;Windows
id_26575;6.0;ROW;Windows
id_26588;6.0;ROW;Windows
id_26596;6.0;ROW;Windows
id_26637;6.0;ROW;Unknown
id_26638;6.0;ROW;Windows
id_26665;6.0;ROW;Windows
id_267;6.0;EMEA;Windows
id_26701;6.0;ROW;Windows
id_26814;6.0;ROW;Mac
id_2684;6.0;ROW;Unknown
id_26840;6.0;ROW;Windows
id_26901;6.0;America;Mac
id_26921;6.0;ROW;Windows
id_26929;6.0;ROW;Windows
id_26967;6.0;ROW;Windows
id_27065;6.0;America;Windows
id_27066;6.0;EMEA;Mac
id_27071;6.0;America;Windows
id_27083;6.0;EMEA;Windows
