id;activity_month;registration_month;region;operating_system
id_9079;3.0;3.0;ROW;Windows
id_9080;3.0;3.0;ROW;Windows
id_9090;3.0;2.0;ROW;Windows
id_9098;3.0;2.0;ROW;Windows
id_9138;3.0;3.0;ROW;Windows
id_9161;3.0;3.0;EMEA;Windows
id_9162;3.0;2.0;ROW;Windows
id_9174;3.0;2.0;America;Windows
id_9180;3.0;3.0;America;Mac
id_9181;3.0;3.0;ROW;Unknown
id_9200;3.0;2.0;ROW;Windows
id_9217;3.0;3.0;ROW;Windows
id_9235;3.0;3.0;ROW;Windows
id_9237;3.0;1.0;ROW;Windows
id_9248;3.0;2.0;ROW;Windows
id_9258;3.0;2.0;EMEA;Unknown
id_9286;3.0;1.0;ROW;Windows
id_9297;3.0;1.0;America;Mac
id_9309;3.0;2.0;EMEA;Windows
id_9313;3.0;2.0;ROW;Unknown
id_9320;3.0;1.0;ROW;Windows
id_9331;3.0;3.0;EMEA;Windows
id_9349;3.0;3.0;ROW;Windows
id_9356;3.0;3.0;America;Mac
id_9380;3.0;1.0;ROW;Unknown
id_9397;3.0;3.0;EMEA;Mac
id_9398;3.0;3.0;ROW;Windows
id_9412;3.0;2.0;ROW;Windows
id_9458;3.0;3.0;ROW;Windows
id_9516;3.0;3.0;ROW;Unknown
id_9528;3.0;2.0;ROW;Unknown
id_9540;3.0;1.0;America;Windows
id_9543;3.0;3.0;ROW;Windows
id_9577;3.0;2.0;ROW;Windows
id_9641;3.0;2.0;ROW;Windows
id_9650;3.0;3.0;America;Windows
id_9665;3.0;3.0;America;Windows
id_9680;3.0;2.0;ROW;Windows
id_9715;3.0;2.0;ROW;Windows
id_9718;3.0;3.0;ROW;Windows
id_9738;3.0;1.0;America;Mac
id_9771;3.0;3.0;America;Windows
id_9775;3.0;1.0;EMEA;Unknown
id_9788;3.0;2.0;ROW;Windows
id_9791;3.0;2.0;ROW;Windows
id_9795;3.0;2.0;ROW;Unknown
id_9821;3.0;3.0;ROW;Windows
id_9833;3.0;1.0;ROW;Unknown
id_9863;3.0;3.0;ROW;Unknown
id_9875;3.0;2.0;ROW;Windows
id_9889;3.0;3.0;ROW;Windows
id_9892;3.0;1.0;EMEA;Windows
id_9894;3.0;3.0;ROW;Windows
id_9899;3.0;3.0;ROW;Windows
id_9910;3.0;3.0;EMEA;Windows
id_9916;3.0;3.0;America;Windows
id_9946;3.0;1.0;America;Mac
id_9957;3.0;3.0;America;Windows
id_9959;3.0;1.0;America;Windows
id_9976;3.0;3.0;ROW;Windows
id_10048;3.0;2.0;EMEA;Windows
id_10050;3.0;1.0;ROW;Unknown
id_10052;3.0;3.0;EMEA;Windows
id_10070;3.0;3.0;EMEA;Windows
id_10165;3.0;3.0;ROW;Windows
id_10172;3.0;3.0;EMEA;Mac
id_10173;3.0;3.0;ROW;Windows
id_10176;3.0;3.0;EMEA;Windows
id_10198;3.0;1.0;ROW;Unknown
id_10204;3.0;3.0;America;Unknown
id_10217;3.0;3.0;America;Unknown
id_10218;3.0;3.0;America;Mac
id_10220;3.0;3.0;ROW;Unknown
id_10252;3.0;2.0;America;Windows
id_10259;3.0;3.0;ROW;Windows
id_10267;3.0;3.0;ROW;Windows
id_10272;3.0;2.0;ROW;Linux
id_10274;3.0;2.0;America;Windows
id_10304;3.0;2.0;ROW;Unknown
id_10312;3.0;1.0;ROW;Unknown
id_10338;3.0;3.0;ROW;Windows
id_10343;3.0;3.0;EMEA;Windows
id_10351;3.0;3.0;ROW;Windows
id_10353;3.0;2.0;ROW;Windows
id_10383;3.0;3.0;EMEA;Windows
id_10422;3.0;3.0;ROW;Windows
id_10423;3.0;3.0;ROW;Windows
id_10427;3.0;1.0;ROW;Unknown
id_10465;3.0;2.0;EMEA;Windows
id_10467;3.0;3.0;EMEA;Windows
id_10480;3.0;1.0;America;Unknown
id_10489;3.0;3.0;ROW;Windows
id_10495;3.0;2.0;America;Mac
id_10508;3.0;3.0;ROW;Windows
id_10513;3.0;3.0;ROW;Windows
id_10520;3.0;3.0;EMEA;Windows
id_10528;3.0;3.0;EMEA;Linux
id_10530;3.0;3.0;America;Windows
id_10580;3.0;3.0;ROW;Windows
id_10588;3.0;3.0;America;Mac
id_10611;3.0;3.0;ROW;Windows
id_10617;3.0;3.0;EMEA;Linux
id_10619;3.0;3.0;EMEA;Windows
id_10630;3.0;3.0;EMEA;Windows
id_10650;3.0;3.0;EMEA;Windows
id_10669;3.0;2.0;EMEA;Windows
id_10687;3.0;2.0;ROW;Unknown
id_10692;3.0;3.0;EMEA;Windows
id_10727;3.0;2.0;EMEA;Windows
id_10729;3.0;3.0;EMEA;Mac
id_10768;3.0;3.0;ROW;Windows
id_10778;3.0;3.0;EMEA;Unknown
id_10791;3.0;3.0;America;Mac
id_10812;3.0;3.0;EMEA;Windows
id_10819;3.0;1.0;EMEA;Windows
id_10825;3.0;3.0;EMEA;Mac
id_10861;3.0;3.0;EMEA;Mac
id_10877;3.0;3.0;EMEA;Unknown
id_10892;3.0;3.0;EMEA;Windows
id_10903;3.0;2.0;EMEA;Windows
id_10916;3.0;1.0;EMEA;Windows
id_10949;3.0;3.0;ROW;Windows
id_10951;3.0;1.0;ROW;Unknown
id_10960;3.0;3.0;ROW;Windows
id_10981;3.0;2.0;ROW;Windows
id_10991;3.0;3.0;ROW;Unknown
id_11001;3.0;3.0;EMEA;Unknown
id_11015;3.0;2.0;ROW;Windows
id_11034;3.0;2.0;ROW;Windows
id_11040;3.0;3.0;ROW;Windows
id_11045;3.0;3.0;ROW;Mac
id_11056;3.0;3.0;ROW;Windows
id_11083;3.0;2.0;ROW;Windows
id_11099;3.0;2.0;ROW;Windows
id_11105;3.0;2.0;ROW;Windows
id_11110;3.0;3.0;ROW;Windows
id_11116;3.0;3.0;ROW;Windows
id_11155;3.0;3.0;EMEA;Windows
id_11161;3.0;2.0;America;Mac
id_11162;3.0;2.0;America;Windows
id_11206;3.0;3.0;America;Windows
id_11229;3.0;1.0;America;Windows
id_11277;3.0;1.0;EMEA;Windows
id_11284;3.0;3.0;ROW;Windows
id_11316;3.0;3.0;ROW;Windows
id_11319;3.0;1.0;America;Windows
id_11365;3.0;1.0;America;Windows
id_11394;3.0;1.0;ROW;Windows
id_11399;3.0;2.0;ROW;Windows
id_11443;3.0;1.0;America;Windows
id_11469;3.0;3.0;ROW;Windows
id_11499;3.0;3.0;EMEA;Windows
id_11502;3.0;1.0;ROW;Windows
id_11507;3.0;2.0;America;Unknown
id_11522;3.0;3.0;EMEA;Windows
id_11541;3.0;3.0;ROW;Windows
id_11553;3.0;2.0;America;Mac
id_11559;3.0;2.0;America;Unknown
id_11565;3.0;3.0;ROW;Windows
id_11569;3.0;3.0;ROW;Windows
id_11571;3.0;3.0;ROW;Windows
id_11583;3.0;1.0;ROW;Unknown
id_11616;3.0;3.0;EMEA;Windows
id_11621;3.0;2.0;EMEA;Mac
id_11637;3.0;3.0;EMEA;Windows
id_11671;3.0;3.0;ROW;Windows
id_11729;3.0;2.0;EMEA;Windows
id_11733;3.0;2.0;ROW;Windows
id_11759;3.0;3.0;ROW;Windows
id_11762;3.0;3.0;ROW;Unknown
id_11776;3.0;3.0;ROW;Windows
id_11786;3.0;2.0;America;Mac
id_11818;3.0;2.0;ROW;Windows
id_11820;3.0;3.0;America;Windows
id_11828;3.0;3.0;EMEA;Unknown
id_11830;3.0;3.0;ROW;Mac
id_11834;3.0;3.0;ROW;Windows
id_11839;3.0;3.0;EMEA;Windows
id_11860;3.0;2.0;ROW;Unknown
id_11900;3.0;2.0;ROW;Windows
id_11923;3.0;3.0;ROW;Windows
id_11945;3.0;2.0;ROW;Windows
id_11951;3.0;3.0;ROW;Windows
id_11983;3.0;1.0;ROW;Windows
id_11990;3.0;3.0;ROW;Unknown
id_12002;3.0;3.0;ROW;Windows
id_12038;3.0;2.0;ROW;Windows
id_12050;3.0;2.0;ROW;Unknown
id_12055;3.0;2.0;ROW;Windows
id_12069;3.0;3.0;ROW;Windows
id_12070;3.0;3.0;ROW;Windows
id_12073;3.0;3.0;EMEA;Windows
id_12096;3.0;3.0;EMEA;Mac
id_12104;3.0;1.0;ROW;Windows
id_12113;3.0;3.0;ROW;Unknown
id_12115;3.0;3.0;ROW;Windows
id_12124;3.0;2.0;ROW;Unknown
id_12134;3.0;3.0;EMEA;Windows
id_12157;3.0;2.0;ROW;Windows
id_12165;3.0;1.0;America;Mac
id_12180;3.0;3.0;EMEA;Mac
id_12188;3.0;1.0;EMEA;Windows
id_12225;3.0;1.0;ROW;Unknown
id_12248;3.0;3.0;ROW;Windows
id_12257;3.0;3.0;ROW;Windows
id_12271;3.0;3.0;ROW;Windows
id_12280;3.0;2.0;ROW;Unknown
id_12284;3.0;3.0;ROW;Unknown
id_12285;3.0;2.0;ROW;Windows
id_12287;3.0;3.0;ROW;Windows
id_12306;3.0;2.0;America;Unknown
id_12310;3.0;3.0;ROW;Unknown
id_12348;3.0;2.0;EMEA;Windows
id_12353;3.0;1.0;America;Windows
id_12355;3.0;2.0;EMEA;Windows
id_12374;3.0;1.0;America;Mac
id_12455;3.0;3.0;ROW;Windows
id_12479;3.0;3.0;EMEA;Windows
id_12495;3.0;1.0;EMEA;Unknown
id_12509;3.0;3.0;EMEA;Mac
id_12511;3.0;3.0;EMEA;Windows
id_12521;3.0;2.0;EMEA;Mac
id_12523;3.0;3.0;ROW;Windows
id_12530;3.0;3.0;EMEA;Windows
id_12547;3.0;1.0;America;Unknown
id_12549;3.0;3.0;ROW;Linux
id_12587;3.0;2.0;ROW;Unknown
id_12588;3.0;3.0;EMEA;Windows
id_12594;3.0;3.0;America;Windows
id_12602;3.0;2.0;ROW;Unknown
id_12613;3.0;3.0;ROW;Windows
id_12629;3.0;2.0;ROW;Windows
id_12643;3.0;3.0;America;Windows
id_12661;3.0;3.0;ROW;Windows
id_12674;3.0;3.0;America;Mac
id_12697;3.0;2.0;ROW;Windows
id_12714;3.0;1.0;ROW;Windows
id_12735;3.0;3.0;ROW;Windows
id_12739;3.0;1.0;ROW;Unknown
id_12749;3.0;1.0;ROW;Windows
id_12755;3.0;2.0;EMEA;Windows
id_12757;3.0;3.0;ROW;Windows
id_12778;3.0;3.0;ROW;Windows
id_12779;3.0;1.0;ROW;Unknown
id_12795;3.0;1.0;America;Windows
id_12823;3.0;3.0;EMEA;Windows
id_12832;3.0;3.0;America;Unknown
id_12839;3.0;3.0;ROW;Windows
id_12848;3.0;2.0;EMEA;Windows
id_12857;3.0;3.0;EMEA;Unknown
id_12870;3.0;2.0;America;Mac
id_12872;3.0;3.0;EMEA;Mac
id_12873;3.0;1.0;EMEA;Windows
id_12888;3.0;3.0;EMEA;Windows
id_12905;3.0;3.0;EMEA;Windows
id_12910;3.0;3.0;EMEA;Mac
id_12915;3.0;2.0;EMEA;Windows
id_12931;3.0;2.0;EMEA;Windows
id_12937;3.0;3.0;EMEA;Mac
id_12972;3.0;3.0;America;Windows
id_12987;3.0;3.0;ROW;Windows
id_12990;3.0;3.0;EMEA;Windows
id_13003;3.0;3.0;ROW;Unknown
id_13004;3.0;3.0;EMEA;Windows
id_13063;3.0;3.0;ROW;Windows
id_13104;3.0;2.0;ROW;Windows
id_13121;3.0;2.0;ROW;Windows
id_13126;3.0;3.0;ROW;Mac
id_13154;3.0;3.0;America;Mac
id_13170;3.0;1.0;ROW;Windows
id_13174;3.0;3.0;ROW;Windows
id_13179;3.0;2.0;ROW;Windows
id_13185;3.0;3.0;ROW;Unknown
id_13207;3.0;1.0;ROW;Windows
id_13230;3.0;2.0;EMEA;Mac
id_13244;3.0;1.0;ROW;Windows
id_13252;3.0;3.0;ROW;Windows
id_13262;3.0;3.0;ROW;Windows
id_13286;3.0;1.0;ROW;Unknown
id_13297;3.0;1.0;ROW;Windows
id_13329;3.0;3.0;ROW;Windows
id_13336;3.0;3.0;EMEA;Mac
id_13340;3.0;3.0;ROW;Unknown
id_13341;3.0;3.0;ROW;Unknown
id_13356;3.0;3.0;ROW;Windows
id_13379;3.0;1.0;ROW;Windows
id_13391;3.0;1.0;America;Mac
id_13394;3.0;2.0;EMEA;Windows
id_13406;3.0;3.0;ROW;Unknown
id_13444;3.0;3.0;EMEA;Windows
id_13456;3.0;3.0;ROW;Windows
id_13462;3.0;2.0;America;Windows
id_13473;3.0;3.0;ROW;Windows
id_13485;3.0;2.0;America;Mac
id_13555;3.0;3.0;EMEA;Linux
id_13558;3.0;2.0;ROW;Windows
id_13568;3.0;2.0;America;Windows
id_13571;3.0;1.0;America;Mac
id_13581;3.0;3.0;ROW;Windows
id_13583;3.0;3.0;ROW;Windows
id_13592;3.0;3.0;ROW;Unknown
id_13598;3.0;1.0;ROW;Unknown
id_13647;3.0;2.0;ROW;Unknown
id_13677;3.0;2.0;ROW;Unknown
id_13700;3.0;3.0;ROW;Windows
id_13704;3.0;3.0;ROW;Windows
id_13717;3.0;1.0;ROW;Windows
id_13724;3.0;2.0;ROW;Windows
id_13736;3.0;3.0;EMEA;Windows
id_13747;3.0;3.0;ROW;Unknown
id_13748;3.0;2.0;ROW;Windows
id_13772;3.0;3.0;America;Mac
id_13785;3.0;3.0;ROW;Windows
id_13791;3.0;1.0;America;Mac
id_13847;3.0;3.0;ROW;Windows
id_13851;3.0;3.0;ROW;Windows
id_13889;3.0;3.0;ROW;Windows
id_13900;3.0;3.0;America;Windows
id_13908;3.0;3.0;America;Windows
id_13929;3.0;3.0;America;Windows
id_13931;3.0;1.0;America;Windows
id_13941;3.0;3.0;America;Windows
id_13945;3.0;3.0;ROW;Windows
id_13952;3.0;3.0;ROW;Windows
id_13954;3.0;1.0;America;Mac
id_13969;3.0;3.0;America;Windows
id_13982;3.0;3.0;America;Windows
id_13994;3.0;2.0;ROW;Windows
id_13997;3.0;3.0;ROW;Windows
id_14005;3.0;3.0;ROW;Unknown
id_14009;3.0;3.0;ROW;Windows
id_14010;3.0;3.0;America;Mac
id_14015;3.0;3.0;ROW;Mac
id_14052;3.0;3.0;ROW;Windows
id_14054;3.0;3.0;ROW;Windows
id_14058;3.0;3.0;EMEA;Mac
id_14060;3.0;3.0;America;Unknown
id_14061;3.0;3.0;ROW;Windows
id_14080;3.0;2.0;America;Windows
id_14092;3.0;3.0;ROW;Unknown
id_14114;3.0;3.0;ROW;Windows
id_14139;3.0;2.0;ROW;Unknown
id_14182;3.0;3.0;ROW;Windows
id_14188;3.0;3.0;America;Windows
id_14211;3.0;2.0;ROW;Windows
id_14215;3.0;3.0;ROW;Windows
id_14217;3.0;3.0;ROW;Windows
id_14220;3.0;3.0;ROW;Windows
id_14265;3.0;3.0;ROW;Windows
id_14317;3.0;3.0;ROW;Unknown
id_14349;3.0;3.0;ROW;Windows
id_14368;3.0;3.0;ROW;Windows
id_14397;3.0;2.0;ROW;Windows
id_14401;3.0;2.0;ROW;Windows
id_14468;3.0;2.0;ROW;Windows
id_14474;3.0;1.0;ROW;Unknown
id_14493;3.0;3.0;ROW;Unknown
id_14515;3.0;3.0;ROW;Windows
id_14565;3.0;3.0;ROW;Windows
id_14567;3.0;2.0;ROW;Unknown
id_14606;3.0;1.0;ROW;Unknown
id_14625;3.0;3.0;ROW;Windows
id_14644;3.0;3.0;ROW;Windows
id_14655;3.0;1.0;America;Windows
id_14687;3.0;3.0;EMEA;Mac
id_14727;3.0;3.0;ROW;Windows
id_14728;3.0;2.0;EMEA;Windows
id_14749;3.0;2.0;EMEA;Mac
id_14759;3.0;3.0;EMEA;Mac
id_14763;3.0;3.0;EMEA;Mac
id_14778;3.0;3.0;EMEA;Windows
id_14804;3.0;1.0;ROW;Unknown
id_14884;3.0;1.0;ROW;Unknown
id_14907;3.0;3.0;ROW;Windows
id_14923;3.0;2.0;ROW;Windows
id_14949;3.0;3.0;America;Unknown
id_14959;3.0;1.0;America;Windows
id_15004;3.0;2.0;EMEA;Windows
id_15017;3.0;3.0;America;Mac
id_15027;3.0;3.0;ROW;Windows
id_15061;3.0;3.0;ROW;Windows
id_15076;3.0;2.0;America;Unknown
id_15088;3.0;2.0;America;Windows
id_15111;3.0;3.0;ROW;Windows
id_15117;3.0;1.0;EMEA;Unknown
id_15144;3.0;2.0;ROW;Unknown
id_15167;3.0;3.0;ROW;Windows
id_15183;3.0;2.0;America;Windows
id_15189;3.0;3.0;ROW;Windows
id_15203;3.0;1.0;America;Mac
id_15213;3.0;3.0;ROW;Windows
id_15230;3.0;3.0;ROW;Windows
id_15240;3.0;3.0;ROW;Linux
id_15245;3.0;3.0;ROW;Windows
id_15261;3.0;2.0;America;Windows
id_15284;3.0;3.0;America;Mac
id_15298;3.0;1.0;America;Windows
id_15303;3.0;3.0;ROW;Windows
id_15307;3.0;3.0;ROW;Unknown
id_15325;3.0;3.0;ROW;Windows
id_15349;3.0;3.0;ROW;Windows
id_15350;3.0;3.0;EMEA;Mac
id_15354;3.0;3.0;ROW;Windows
id_15359;3.0;3.0;ROW;Mac
id_15361;3.0;2.0;ROW;Windows
id_15404;3.0;3.0;ROW;Windows
id_15414;3.0;2.0;ROW;Windows
id_15454;3.0;2.0;America;Windows
id_15468;3.0;1.0;EMEA;Unknown
id_15498;3.0;3.0;ROW;Windows
id_15504;3.0;2.0;ROW;Windows
id_15512;3.0;1.0;America;Windows
id_15515;3.0;3.0;ROW;Windows
id_15525;3.0;3.0;America;Mac
id_15539;3.0;2.0;ROW;Windows
id_15554;3.0;1.0;ROW;Unknown
id_15558;3.0;3.0;EMEA;Windows
id_15559;3.0;3.0;ROW;Windows
id_15641;3.0;2.0;ROW;Unknown
id_15659;3.0;3.0;ROW;Unknown
id_15675;3.0;3.0;ROW;Windows
id_15678;3.0;1.0;ROW;Unknown
id_15694;3.0;3.0;EMEA;Unknown
id_15708;3.0;2.0;America;Unknown
id_15710;3.0;3.0;ROW;Windows
id_15722;3.0;3.0;America;Windows
id_15739;3.0;3.0;America;Windows
id_15744;3.0;1.0;ROW;Unknown
id_15747;3.0;1.0;EMEA;Windows
id_15749;3.0;3.0;America;Windows
id_15761;3.0;3.0;ROW;Windows
id_15774;3.0;3.0;ROW;Windows
id_15775;3.0;2.0;America;Unknown
id_15776;3.0;3.0;EMEA;Windows
id_15780;3.0;2.0;ROW;Windows
id_15786;3.0;1.0;ROW;Windows
id_15791;3.0;3.0;America;Mac
id_15797;3.0;3.0;ROW;Windows
id_15828;3.0;2.0;ROW;Windows
id_15852;3.0;2.0;America;Unknown
id_15861;3.0;2.0;America;Mac
id_15883;3.0;3.0;ROW;Windows
id_15891;3.0;2.0;America;Mac
id_15912;3.0;3.0;EMEA;Windows
id_15920;3.0;3.0;ROW;Windows
id_15926;3.0;3.0;America;Mac
id_15934;3.0;3.0;ROW;Windows
id_15966;3.0;3.0;ROW;Windows
id_15967;3.0;3.0;ROW;Windows
id_15970;3.0;2.0;America;Windows
id_15973;3.0;3.0;ROW;Windows
id_15986;3.0;3.0;ROW;Windows
id_16005;3.0;3.0;America;Windows
id_16012;3.0;3.0;ROW;Windows
id_16059;3.0;2.0;EMEA;Windows
id_16066;3.0;2.0;ROW;Windows
id_16073;3.0;2.0;ROW;Windows
id_16075;3.0;2.0;ROW;Windows
id_16090;3.0;3.0;America;Linux
id_16099;3.0;1.0;ROW;Windows
id_16110;3.0;3.0;ROW;Windows
id_16132;3.0;2.0;EMEA;Windows
id_16143;3.0;2.0;ROW;Mac
id_16144;3.0;3.0;EMEA;Unknown
id_16154;3.0;3.0;ROW;Windows
id_16171;3.0;3.0;ROW;Windows
id_16177;3.0;1.0;America;Windows
id_16182;3.0;3.0;America;Mac
id_16183;3.0;1.0;EMEA;Unknown
id_16190;3.0;3.0;ROW;Windows
id_16196;3.0;3.0;EMEA;Mac
id_16210;3.0;3.0;America;Windows
id_16215;3.0;3.0;America;Windows
id_16225;3.0;2.0;ROW;Unknown
id_16228;3.0;3.0;America;Mac
id_16251;3.0;3.0;EMEA;Mac
id_16257;3.0;1.0;ROW;Unknown
id_16326;3.0;3.0;America;Unknown
id_16336;3.0;3.0;EMEA;Mac
id_16344;3.0;3.0;ROW;Windows
id_16352;3.0;3.0;ROW;Unknown
id_16353;3.0;3.0;ROW;Windows
id_16365;3.0;3.0;ROW;Unknown
id_16375;3.0;3.0;ROW;Windows
id_16380;3.0;2.0;America;Windows
id_16387;3.0;1.0;ROW;Windows
id_16484;3.0;3.0;EMEA;Windows
id_16491;3.0;3.0;EMEA;Windows
id_16505;3.0;2.0;ROW;Unknown
id_16534;3.0;2.0;ROW;Windows
id_16538;3.0;2.0;ROW;Windows
id_16556;3.0;3.0;ROW;Windows
id_16565;3.0;3.0;EMEA;Mac
id_16573;3.0;2.0;ROW;Unknown
id_16587;3.0;1.0;America;Windows
id_16609;3.0;2.0;America;Windows
id_16626;3.0;3.0;ROW;Unknown
id_16631;3.0;3.0;ROW;Linux
id_16633;3.0;3.0;America;Windows
id_16636;3.0;1.0;America;Mac
id_16657;3.0;3.0;ROW;Unknown
id_16660;3.0;2.0;ROW;Windows
id_16665;3.0;3.0;ROW;Windows
id_16670;3.0;2.0;ROW;Unknown
id_16671;3.0;3.0;ROW;Windows
id_16673;3.0;2.0;ROW;Windows
id_16699;3.0;3.0;ROW;Windows
id_16709;3.0;3.0;ROW;Windows
id_16733;3.0;2.0;America;Windows
id_16738;3.0;3.0;EMEA;Windows
id_16744;3.0;3.0;America;Mac
id_16757;3.0;1.0;ROW;Windows
id_16763;3.0;3.0;ROW;Unknown
id_16768;3.0;2.0;ROW;Unknown
id_16774;3.0;2.0;ROW;Windows
id_16784;3.0;3.0;ROW;Unknown
id_16806;3.0;3.0;ROW;Windows
id_16815;3.0;1.0;ROW;Windows
id_16822;3.0;3.0;ROW;Unknown
id_16838;3.0;2.0;EMEA;Windows
id_16852;3.0;1.0;America;Windows
id_16874;3.0;1.0;America;Mac
id_16877;3.0;2.0;America;Windows
id_16880;3.0;3.0;America;Mac
id_16881;3.0;1.0;America;Windows
id_16882;3.0;1.0;America;Unknown
id_16889;3.0;3.0;America;Windows
id_16890;3.0;3.0;America;Mac
id_16899;3.0;1.0;America;Mac
id_16908;3.0;1.0;America;Windows
id_16936;3.0;3.0;ROW;Windows
id_16941;3.0;3.0;America;Windows
id_16944;3.0;2.0;America;Windows
id_16969;3.0;2.0;America;Windows
id_16971;3.0;3.0;ROW;Windows
id_16983;3.0;1.0;America;Windows
id_16992;3.0;2.0;America;Mac
id_17042;3.0;3.0;ROW;Windows
id_17055;3.0;3.0;America;Mac
id_17075;3.0;3.0;ROW;Linux
id_17116;3.0;1.0;ROW;Unknown
id_17136;3.0;2.0;ROW;Unknown
id_17140;3.0;3.0;EMEA;Windows
id_17142;3.0;1.0;America;Mac
id_17153;3.0;3.0;ROW;Windows
id_17158;3.0;3.0;ROW;Windows
id_17179;3.0;3.0;America;Mac
id_17182;3.0;3.0;America;Windows
id_17213;3.0;3.0;America;Mac
id_17227;3.0;1.0;America;Mac
id_17232;3.0;2.0;EMEA;Windows
id_17241;3.0;1.0;America;Unknown
id_17245;3.0;3.0;America;Unknown
id_17249;3.0;1.0;ROW;Windows
id_17268;3.0;3.0;EMEA;Mac
id_17276;3.0;2.0;EMEA;Windows
id_17331;3.0;2.0;America;Mac
id_17349;3.0;1.0;ROW;Windows
id_17355;3.0;1.0;America;Mac
id_17357;3.0;3.0;ROW;Windows
id_17364;3.0;2.0;ROW;Windows
id_17377;3.0;3.0;ROW;Windows
id_17378;3.0;2.0;ROW;Windows
id_17382;3.0;3.0;America;Windows
id_17383;3.0;2.0;America;Mac
id_17390;3.0;2.0;ROW;Windows
id_17391;3.0;3.0;ROW;Unknown
id_17393;3.0;3.0;ROW;Windows
id_17415;3.0;3.0;ROW;Windows
id_17420;3.0;1.0;America;Mac
id_17424;3.0;2.0;ROW;Windows
id_17429;3.0;3.0;EMEA;Windows
id_17436;3.0;2.0;ROW;Mac
id_17464;3.0;3.0;America;Windows
id_17480;3.0;2.0;ROW;Windows
id_17484;3.0;2.0;EMEA;Unknown
id_17530;3.0;3.0;ROW;Windows
id_17602;3.0;3.0;ROW;Windows
id_17614;3.0;3.0;ROW;Windows
id_17632;3.0;1.0;America;Windows
id_17651;3.0;3.0;ROW;Windows
id_17671;3.0;3.0;ROW;Unknown
id_17674;3.0;3.0;ROW;Mac
id_17685;3.0;2.0;ROW;Windows
id_17707;3.0;3.0;ROW;Windows
id_17746;3.0;2.0;ROW;Unknown
id_17760;3.0;3.0;America;Windows
id_17761;3.0;1.0;ROW;Windows
id_17764;3.0;2.0;ROW;Linux
id_17779;3.0;3.0;ROW;Unknown
id_17787;3.0;2.0;ROW;Windows
id_17794;3.0;3.0;ROW;Windows
id_17796;3.0;3.0;ROW;Windows
id_17808;3.0;1.0;EMEA;Unknown
id_17813;3.0;2.0;ROW;Mac
id_17822;3.0;3.0;ROW;Windows
id_17839;3.0;3.0;EMEA;Windows
id_17843;3.0;3.0;EMEA;Windows
id_17862;3.0;2.0;ROW;Mac
id_17905;3.0;2.0;ROW;Unknown
id_17913;3.0;2.0;EMEA;Windows
id_17922;3.0;2.0;EMEA;Mac
id_17935;3.0;2.0;EMEA;Windows
id_17938;3.0;3.0;ROW;Windows
id_17971;3.0;1.0;EMEA;Windows
id_18052;3.0;2.0;ROW;Windows
id_18055;3.0;2.0;ROW;Windows
id_18056;3.0;2.0;ROW;Windows
id_18057;3.0;2.0;ROW;Windows
id_18134;3.0;3.0;ROW;Linux
id_18137;3.0;3.0;ROW;Windows
id_18141;3.0;3.0;ROW;Linux
id_18153;3.0;1.0;America;Windows
id_18166;3.0;1.0;ROW;Unknown
id_18171;3.0;3.0;EMEA;Windows
id_18191;3.0;3.0;ROW;Windows
id_18221;3.0;3.0;ROW;Windows
id_18222;3.0;3.0;EMEA;Windows
id_18307;3.0;2.0;ROW;Unknown
id_18334;3.0;3.0;ROW;Windows
id_18340;3.0;3.0;ROW;Windows
id_18345;3.0;3.0;ROW;Unknown
id_18379;3.0;3.0;ROW;Windows
id_18444;3.0;2.0;ROW;Windows
id_18466;3.0;1.0;America;Mac
id_18483;3.0;3.0;America;Windows
id_18492;3.0;3.0;EMEA;Windows
id_18517;3.0;3.0;ROW;Windows
id_18528;3.0;3.0;ROW;Windows
id_18536;3.0;3.0;ROW;Windows
id_18537;3.0;3.0;ROW;Windows
id_18546;3.0;3.0;ROW;Windows
id_18548;3.0;1.0;America;Unknown
id_18550;3.0;3.0;EMEA;Mac
id_18556;3.0;2.0;ROW;Windows
id_18592;3.0;2.0;ROW;Mac
id_18600;3.0;2.0;EMEA;Unknown
id_18616;3.0;3.0;ROW;Windows
id_18617;3.0;3.0;ROW;Windows
id_18643;3.0;1.0;America;Windows
id_18644;3.0;1.0;EMEA;Unknown
id_18645;3.0;2.0;ROW;Windows
id_18653;3.0;3.0;America;Windows
id_18677;3.0;2.0;ROW;Windows
id_18684;3.0;1.0;ROW;Windows
id_18685;3.0;1.0;ROW;Unknown
id_18700;3.0;1.0;ROW;Windows
id_18722;3.0;2.0;ROW;Linux
id_18745;3.0;1.0;ROW;Unknown
id_18761;3.0;3.0;ROW;Windows
id_18786;3.0;1.0;ROW;Unknown
id_18796;3.0;3.0;ROW;Unknown
id_18812;3.0;3.0;ROW;Unknown
id_18839;3.0;2.0;ROW;Windows
id_18843;3.0;3.0;ROW;Windows
id_18874;3.0;3.0;America;Windows
id_18882;3.0;3.0;ROW;Mac
id_18884;3.0;1.0;ROW;Unknown
id_18886;3.0;3.0;ROW;Windows
id_18892;3.0;2.0;EMEA;Unknown
id_18900;3.0;3.0;ROW;Windows
id_18912;3.0;2.0;ROW;Unknown
id_18954;3.0;3.0;ROW;Windows
id_18962;3.0;3.0;ROW;Windows
id_18965;3.0;2.0;ROW;Windows
id_19008;3.0;1.0;EMEA;Windows
id_19020;3.0;3.0;ROW;Unknown
